mean,52770.39832,1988.309817,67966.74175,1.55558406,37103.6482,94143.32547,4.876186828,1271.042415,
std_dev,20327.42149,745.0613451,44829.13744,0.863893405,37785.16478,89566.17011,2.883229426,981.6514266,
,coe,engine_cap,mileage,no_of_owners,omv,price,Age,road_tax,type
,49700,1590,70000,2,13955,62800,2.216438356,737,sedan
,56000,2996,24000,1,90870,295800,2.145205479,2380,sedan
,67301,1598,80000,3,15911,53800,5.194520548,742,sedan
,92050,2700,114000,1,25546,83988,6.210958904,2033,suv
,57002,1595,28000,1,35663,139800,1.734246575,740,sedan
,69000,1390,86000,1,24588,73800,5.783561644,620,sedan
,10118,1339,129820,2,13737,34800,9.046575342,590,hatchback
,14685,1497,78000,2,14219,47800,10.10410959,751,sedan
,18169,3456,31250,0,55421,159000,8.909589041,3098,suv
,30000,1998,81000,1,32300,90000,7.846575342,1210,suv
,28389,1598,23000,0,19686,85500,8.410958904,742,hatchback
,15989,2354,90000,1,29013,80800,11.28219178,1953,suv
,27590,1995,32000,0,29854,138800,8.235616438,1206,sedan
,19989,1497,49800,2,26050,85500,10.16986301,751,mpv
,11001,1598,28000,2,16777,60500,10.24931507,816,sedan
,68000,1595,42000,0,34674,119888,4.534246575,740,sedan
,16201,1591,140000,2,11051,31000,8.830136986,738,sedan
,39000,1995,153100,2,29081,58800,8.060273973,1206,suv
,92100,2979,73000,1,38680,123800,5.663013699,2360,hatchback
,14300,1796,79600,3,36050,36888,9.926027397,973,sedan
,12501,1086,43800,1,6860,35800,10.02739726,486,hatchback
,12605,1995,126000,0,41471,66888,11.84383562,1447,sedan
,54000,1991,15120,1,60915,215800,1.221917808,1202,sedan
,56001,1591,65094,1,14965,66800,2.778082192,738,sedan
,2693,1598,91844,1,15993,12800,9.567123288,742,sedan
,46889,1390,120000,2,29156,47500,6.336986301,620,mpv
,49899,1998,13600,1,38430,156000,1.049315068,1210,sedan
,76889,1998,45000,1,15493,73800,3.506849315,1210,suv
,48000,1496,38545,2,15985,73000,1.542465753,682,sedan
,16290,2362,82000,2,46071,29500,8.950684932,1637,mpv
,65700,3498,59000,1,99319,235800,4.156164384,3164,sedan
,50000,1496,20000,2,20774,74800,1.871232877,682,suv
,24229,2521,125000,1,52413,41800,8.424657534,1823,suv
,7501,1796,121373,3,33243,22800,9.334246575,973,sedan
,50101,1496,18342,1,14476,71000,1.35890411,682,sedan
,50089,1991,28712,2,51956,152000,2.487671233,1202,sedan
,21301,1798,130000,3,30363,27555,8.797260274,975,hatchback
,65689,1395,51418,1,20925,53800,4.249315068,623,hatchback
,29673,1591,140000,3,14448,19800,8.350684932,738,sedan
,94502,4395,79000,2,88518,148800,5.931506849,4567,sedan
,49156,1999,38000,1,19153,84000,2.17260274,1211,sedan
,52301,1496,21635,2,20734,108588,1.969863014,682,suv
,60101,1998,48805,1,18129,83800,3.073972603,1210,mpv
,56206,1999,29000,1,35607,122800,1.750684932,1211,sedan
,45000,1598,44588,2,17452,70288,2.336986301,742,sedan
,45000,1560,28967,1,26879,85800,2.41369863,719,mpv
,65501,2488,48000,1,32107,108500,3.084931507,1785,mpv
,58190,2199,69817,1,35257,108800,2.701369863,1446,suv
,47300,1598,37000,2,16800,72400,2.024657534,742,sedan
,63880,1560,68640,1,25678,61800,3.865753425,719,hatchback
,51507,1598,33800,2,16800,87500,1.857534247,742,sedan
,68589,1560,34257,1,20166,66888,3.273972603,719,suv
,76904,1499,66976,1,27907,86888,3.654794521,684,hatchback
,49501,1598,35000,2,16800,70888,2.197260274,742,sedan
,65501,2493,27300,1,33815,128800,3.076712329,1790,mpv
,52301,1591,32455,2,14300,66000,2.030136986,738,sedan
,51507,1591,35000,2,14723,68500,1.704109589,738,sedan
,53334,1598,39000,2,16800,73100,1.926027397,742,sedan
,36089,1995,77000,3,36072,34800,8.410958904,1206,sedan
,54301,1596,44687,1,17433,67488,2.657534247,741,sedan
,53000,1496,35938,2,21370,83500,1.989041096,682,suv
,70890,1997,32998,1,45787,118800,3.764383562,1209,sedan
,45504,1496,22378,2,20969,74200,1.904109589,682,suv
,46889,1497,113044,4,31065,39800,6.621917808,682,sedan
,45504,1496,36758,2,19704,70400,2.257534247,682,suv
,57903,1986,28000,1,30271,108800,1.967123288,1196,suv
,78001,1997,77088,3,39630,62800,6.742465753,1209,suv
,61894,1995,96580,4,33260,43800,7.42739726,1206,suv
,27590,1796,119124,1,41554,44888,8.194520548,973,sedan
,5116,1591,130000,3,14325,11888,9.421917808,738,sedan
,46229,1984,9900,1,37885,135800,1.512328767,1193,suv
,62140,1997,43430,1,19333,82800,2.947945205,1209,suv
,53390,1498,107407,2,24396,43800,7.189041096,683,hatchback
,76607,1798,72571,1,23453,66800,4.8,975,mpv
,20340,1591,130000,3,15553,19800,8.41369863,738,sedan
,19830,1997,135000,3,25138,21500,8.835616438,1209,sedan
,19901,2500,126000,1,38495,36800,8.621917808,1799,sedan
,18509,2362,50000,1,33058,38300,8.468493151,1637,mpv
,14310,1390,115960,3,21894,18800,9.024657534,620,hatchback
,67749,1497,46600,1,17833,61800,3.328767123,682,sedan
,70117,3604,106000,2,43622,75800,6.953424658,3330,suv
,92010,4395,55000,3,94330,155000,6.265753425,4567,suv
,13820,1339,90000,3,14364,20800,8.58630137,590,hatchback
,62000,2378,118000,1,24084,37800,7.164383562,1655,mpv
,63880,1591,50000,1,13838,57800,3.863013699,738,sedan
,63600,1998,79000,3,23693,42800,6.882191781,1210,suv
,58700,1595,50000,1,22896,91800,2.98630137,740,hatchback
,5101,2953,91000,3,44356,29888,9.443835616,2330,suv
,57301,1560,58786,1,21817,63800,2.824657534,719,suv
,18020,1399,140000,2,9969,12800,8.928767123,625,sedan
,42999,1590,131000,1,13491,28800,7.495890411,737,mpv
,58501,1339,92000,1,19656,46800,6.353424658,590,hatchback
,45504,1497,11378,2,13699,73555,2.254794521,682,sedan
,77400,1560,95939,1,29012,69555,4.134246575,719,mpv
,50991,1598,21000,2,16800,86555,1.550684932,742,sedan
,28389,1368,106212,3,14130,17800,8.079452055,607,hatchback
,17889,1998,117000,2,17930,21800,8.410958904,1210,mpv
,45504,1496,28000,2,20109,66555,2.315068493,682,suv
,68103,1991,61000,1,49580,120699,4.22739726,1202,sedan
,47300,1598,25898,1,19990,73988,2.312328767,742,sedan
,27590,1796,158960,3,42251,44988,8.221917808,973,sedan
,53000,1496,24000,2,20286,68555,2.019178082,682,suv
,45504,1496,26000,2,21772,69555,2.101369863,682,suv
,52503,1496,25000,2,21247,72555,1.947945205,682,suv
,15589,1584,120000,1,13508,15800,8.893150685,734,sedan
,78604,2356,66440,1,30050,95800,4.284931507,1630,mpv
,26102,1598,148958,4,21288,22888,8.276712329,742,hatchback
,65301,2488,86233,2,25600,71555,4.095890411,1785,sedan
,67601,1496,40862,1,19231,71988,3.17260274,682,suv
,52807,1362,34121,1,15747,79988,1.583561644,603,mpv
,49000,1498,13102,1,26334,104988,0.802739726,683,sedan
,65001,1998,67580,1,19143,71800,4.024657534,1210,mpv
,13658,1086,97000,2,8566,11800,9.019178082,441,hatchback
,49188,1598,103000,2,29093,51666,6.742465753,742,hatchback
,64700,1390,78794,1,17864,59800,3.408219178,620,sedan
,45002,1496,35000,1,20266,68888,2.479452055,682,suv
,13658,1498,97253,3,19236,16999,9.024657534,683,hatchback
,14840,3456,120000,3,69509,35800,9.15890411,3098,suv
,18899,1468,137000,1,22850,19800,8.832876712,665,sedan
,4460,1598,162450,2,16990,16800,9.41369863,742,sedan
,76802,1995,82000,2,16848,63699,5,1206,suv
,18502,1591,105000,4,14382,17888,8.616438356,738,sedan
,32415,1591,147478,1,13445,25888,7.832876712,738,sedan
,92400,1796,121000,1,52192,90000,5.742465753,973,sedan
,69000,2521,27000,2,23885,39588,7.495890411,1823,sedan
,19003,1984,125780,4,30545,33888,8.643835616,1193,sedan
,15100,2497,101000,0,48237,41888,8.964383562,1795,sedan
,76612,1984,47000,2,41038,103699,3.326027397,1193,mpv
,58109,1995,98000,1,13860,74555,3.076712329,1206,suv
,39000,1797,5000,1,32918,112555,0.468493151,974,suv
,93990,1997,80000,2,46529,84555,5.991780822,1209,sedan
,67889,1984,60000,1,49328,71555,6.589041096,1193,sedan
,75010,1997,85000,1,47719,107555,4.326027397,1209,sedan
,53334,1496,23000,2,15224,59800,1.991780822,682,sedan
,70003,2996,78123,1,45737,73800,6.649315068,2380,sedan
,14310,1499,130000,3,17842,16800,9.126027397,684,sedan
,46502,1986,36247,2,26851,105800,2.268493151,1196,suv
,52503,1496,40000,1,19223,68800,2.02739726,682,suv
,43813,1598,104300,1,15263,35800,7.104109589,742,sedan
,58201,1496,13000,2,16359,63555,1.915068493,682,sedan
,76802,1997,85000,1,42470,92555,5.076712329,1209,sedan
,35909,1799,110000,2,26187,33555,8.084931507,976,mpv
,70117,2354,99000,1,29884,48555,6.821917808,1627,sedan
,23180,1994,141807,1,35867,32800,8.542465753,1205,mpv
,30001,1590,130000,2,13824,27800,7.909589041,737,mpv
,76612,1595,30237,2,35294,123800,3.257534247,740,sedan
,45504,1496,32100,3,20078,70500,2.306849315,682,suv
,50101,1496,11000,1,14476,66000,1.298630137,682,sedan
,7589,1591,126000,3,10727,12800,9.331506849,738,sedan
,29000,1586,110060,3,16545,24500,8.008219178,735,hatchback
,56001,1591,39267,1,14965,63800,2.78630137,738,sedan
,44000,1339,88327,2,19331,37800,7.298630137,590,hatchback
,67334,1595,31000,1,33006,118000,4.101369863,740,sedan
,78004,2261,31807,1,22150,95800,3.265753425,1518,mpv
,16801,2499,103000,2,31225,24555,9.117808219,1797,sedan
,72180,1598,90000,1,29626,82555,3.824657534,742,sedan
,44000,1360,89000,2,13851,26500,7.339726027,602,hatchback
,77501,1997,101000,1,54715,115555,4.654794521,1209,sedan
,56989,1497,49123,1,23228,79800,2.605479452,682,suv
,5001,1598,164690,1,16084,15800,9.619178082,742,sedan
,50089,1997,31738,1,19906,88800,2.42739726,1209,suv
,49156,1798,23895,1,19953,92800,2.098630137,975,mpv
,68103,1991,49000,2,50143,160000,4.243835616,1202,hatchback
,56410,1997,20460,1,23227,96000,1.8,1209,suv
,48000,1496,17835,2,14951,66000,1.526027397,682,sedan
,21301,1994,185000,4,20323,26000,8.693150685,1205,suv
,73801,1997,130000,2,43540,69800,6.476712329,1209,sedan
,66701,1598,70000,1,15084,52800,5.164383562,742,sedan
